60.48426926;15.40878654;167;270;0;16:25:08
60.48426926;15.4087919;168;270;0;16:25:09
60.48427463;15.4087919;168;270;0;16:25:10
60.48427463;15.40879726;168;270;0;16:25:11
60.48427463;15.40880799;168;270;0;16:25:12
60.48427463;15.40880799;168;270;0;16:25:13
60.48427463;15.40880799;168;270;0;16:25:14
60.48427463;15.40880799;168;270;0;16:25:15
60.48427463;15.40880263;168;270;0;16:25:16
60.48427463;15.40880263;168;270;0;16:25:17
60.48427463;15.40880263;168;270;0;16:25:18
60.48425317;15.40877044;168;216;4;16:25:19
60.48423171;15.40875435;168;197;9;16:25:20
60.48421562;15.40875971;169;164;10;16:25:21
60.48419416;15.40878654;169;145;11;16:25:22
60.48418343;15.40883482;169;113;11;16:25:23
60.48418343;15.40889382;169;99;12;16:25:24
60.4841727;15.4089421;169;107;11;16:25:25
60.48416197;15.40899038;169;117;11;16:25:26
60.48414052;15.40902793;169;150;11;16:25:27
60.48411369;15.4090333;169;180;12;16:25:29
60.48408687;15.40900648;170;207;14;16:25:29
60.48405468;15.4089421;169;229;19;16:25:31
60.48402786;15.408867;169;233;21;16:25:31
60.48399568;15.40877581;169;233;24;16:25:32
60.48395276;15.40866852;168;231;29;16:25:34
60.48390985;15.40856123;168;229;31;16:25:34
60.48386157;15.40844321;168;229;32;16:25:36
60.48381329;15.40833592;168;229;32;16:25:37
60.48376501;15.40822327;169;227;32;16:25:38
60.48371673;15.40812671;169;223;30;16:25:39
60.48365772;15.4080677;170;202;29;16:25:40
60.48359334;15.40805697;170;175;28;16:25:41
60.48352897;15.40809453;170;163;29;16:25:42
60.48345923;15.40815353;170;158;33;16:25:43
60.4833895;15.40821254;169;157;34;16:25:44
60.48331439;15.40826619;169;159;33;16:25:45
60.48323929;15.4083252;169;163;33;16:25:46
60.48316956;15.40836811;169;164;32;16:25:47
60.48309445;15.40841639;168;161;33;16:25:48
60.48301935;15.40846467;168;161;34;16:25:49
60.48294961;15.40851295;168;160;33;16:25:50
60.48287988;15.40857196;168;158;33;16:25:51
60.48281014;15.40862024;167;161;31;16:25:52
60.48273504;15.40866315;167;163;30;16:25:53
60.48268139;15.40869534;167;162;24;16:25:54
60.48264384;15.4087168;167;162;15;16:25:55
60.48261702;15.40873826;167;160;11;16:25:56
60.48260093;15.40874898;168;160;7;16:25:57
60.48259556;15.40875971;168;161;4;16:25:58
60.4825902;15.40876508;168;149;2;16:25:59
60.4825902;15.40877044;168;147;2;16:26:01
60.48257947;15.40877581;168;163;4;16:26:01
60.48256874;15.4087919;168;152;6;16:26:03
60.48255265;15.40881872;168;136;10;16:26:03
60.48254192;15.408867;168;112;12;16:26:04
60.48253655;15.4089421;168;92;15;16:26:06
60.48253655;15.40901721;168;83;18;16:26:06
60.48254728;15.40909231;168;71;17;16:26:08
60.48256338;15.40917814;168;21;22;16:26:09
60.48258483;15.40929615;168;70;27;16:26:10
60.48260629;15.4094249;168;71;30;16:26:11
60.48262239;15.40956438;168;75;31;16:26:12
60.48264921;15.40971994;168;73;34;16:26:13
60.48267066;15.40989161;168;75;38;16:26:14
60.48269212;15.410074;168;77;40;16:26:15
60.48270822;15.41026175;167;79;42;16:26:16
60.48272431;15.41045487;167;81;40;16:26:17
60.48273504;15.41065335;168;82;41;16:26:18
60.4827404;15.41083038;168;85;38;16:26:19
60.48274577;15.41099131;168;86;34;16:26:20
60.48274577;15.41114688;168;88;33;16:26:21
60.4827404;15.41130245;168;92;33;16:26:22
60.4827404;15.41146338;168;92;35;16:26:23
60.48272967;15.41164041;167;94;39;16:26:24
60.48272431;15.41182816;167;95;39;16:26:25
60.48271358;15.41201591;167;98;40;16:26:26
60.48269749;15.41220367;167;100;40;16:26:27
60.48268139;15.4123807;166;100;39;16:26:28
60.4826653;15.41255772;167;100;38;16:26:29
60.48264921;15.41274548;166;102;38;16:26:31
60.48262775;15.4129225;166;101;37;16:26:31
60.48261166;15.4130888;166;101;37;16:26:33
60.48259556;15.41324973;166;101;34;16:26:33
60.48257947;15.41339993;166;101;31;16:26:35
60.48256338;15.41353941;166;100;28;16:26:36
60.48255265;15.41366279;166;102;25;16:26:36
60.48253119;15.41377544;166;105;25;16:26:38
60.48252046;15.4138881;166;103;23;16:26:38
60.48249364;15.41399002;166;120;25;16:26:40
60.48246145;15.41409731;166;121;27;16:26:41
60.48243999;15.41422069;166;102;26;16:26:42
60.48243999;15.4143548;166;87;30;16:26:43
60.48243999;15.41448891;166;94;26;16:26:44
60.4824239;15.41463912;167;106;31;16:26:45
60.48239172;15.41477323;167;116;31;16:26:46
60.4823488;15.41490197;167;124;33;16:26:47
60.48230052;15.41503072;166;128;35;16:26:48
60.48224688;15.41517019;166;129;35;16:26:49
60.4821986;15.4153043;166;129;35;16:26:50
60.48214495;15.41542232;166;130;34;16:26:51
60.48210204;15.41554034;165;131;31;16:26:52
60.48205376;15.41564763;165;132;29;16:26:53
60.48201621;15.41573346;165;137;23;16:26:54
60.48197865;15.41578174;165;146;18;16:26:55
60.4819572;15.41580319;164;152;9;16:26:56
60.48194647;15.41581929;164;151;4;16:26:57
60.48193038;15.41583002;165;159;6;16:26:58
60.48190355;15.41583538;165;180;14;16:26:59
60.48186064;15.41581929;165;193;19;16:27:00
60.48181772;15.4157871;165;203;21;16:27:01
60.48176408;15.41572273;165;210;26;16:27:03
60.48170507;15.41566908;165;206;28;16:27:03
60.4816407;15.4156208;165;196;30;16:27:05
60.48157096;15.41561007;165;184;30;16:27:05
60.48151195;15.41565835;164;157;30;16:27:07
60.48145831;15.41574955;163;135;30;16:27:07
60.48142612;15.41589439;162;110;34;16:27:08
60.48143148;15.41606605;162;82;36;16:27:10
60.48145831;15.41623771;162;69;39;16:27:10
60.48151195;15.41639864;162;52;43;16:27:12
60.48159242;15.41653275;163;39;45;16:27:13
60.48168898;15.41662395;163;20;48;16:27:14
60.48180699;15.41667759;163;12;50;16:27:15
60.48191965;15.41673124;163;12;50;16:27:16
60.4820323;15.4168117;163;20;52;16:27:17
60.48215032;15.4169029;163;22;54;16:27:18
60.48226297;15.41702628;164;27;56;16:27:19
60.48237562;15.41716576;165;33;58;16:27:20
60.48247755;15.41735351;166;42;60;16:27:21
60.48257947;15.41757345;166;46;61;16:27:22
60.48267066;15.41778803;167;49;62;16:27:23
60.48276722;15.41800797;167;49;61;16:27:24
